id,username,date,text,hashtags,geo,traffic
1051123401631420416,WJHG_TV,2018-10-13 14:52:02+00:00,Outback Steakhouse will be serving 700 hot meals each day Saturday-Tuesday for free at Madison Park in Marianna.,,,1
1051080194914684928,fl511_panhandl,2018-10-13 12:00:21+00:00,"Cleared: Disabled vehicle in Santa Rosa on Pensacola Bay Bridge north at Pensacola Bay Bridge, right lane blocked. Last updated at...",,,1
1051075431368183809,fl511_panhandl,2018-10-13 11:41:25+00:00,"New: Disabled vehicle in Santa Rosa on Pensacola Bay Bridge north at Pensacola Bay Bridge, right lane blocked....http://fl511.com/EventDetails/District%203-CHP/63918",,,1
1050958649450000384,fl511_panhandl,2018-10-13 03:57:22+00:00,"Updated: Unconfirmed flooding in Bay on SR-20 west at Econfina Creek Bridge, all lanes blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/63725",,,1
1050958648661463040,fl511_panhandl,2018-10-13 03:57:22+00:00,"Updated: Unconfirmed flooding in Bay on SR-20 east at Econfina Creek Bridge, all lanes blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/63724",,,1
1050951565660557323,WJHG_TV,2018-10-13 03:29:13+00:00,Grayton Beer Company at 217 Serenoa Road in SoWal is a distribution point. They have coordinated with every sherrif’s department in the panhandle to ensure that any relief goods are in the hands of those in need immediately.,,,1
1050939313154854912,WJHG_TV,2018-10-13 02:40:32+00:00,Here are the latest Gulf Power restoration timelines...,,,1
1050924239623217152,WJHG_TV,2018-10-13 01:40:38+00:00,Free water and ice available at Publix stores... https://www.facebook.com/CityOfPanamaCityBeach/posts/2167949006759989,,,1
1050905702498267136,WJHG_TV,2018-10-13 00:26:59+00:00,Another load of water and ice Saturday morning... 8:30am Capt. Andersons It lasted 40 minutes today,,,1
1050899248856879104,fl511_panhandl,2018-10-13 00:01:20+00:00,"@MyFDOT has reached US 98 in Carrabelle. Crews are currently working to assess, clear, and complete temporary safety repairs to the roadway. This will allow rescue crews to continue to reach those affected by #HurricaneMichael",#HurricaneMichael,,1
1050879118957584384,WJHG_TV,2018-10-12 22:41:21+00:00,Here is some of the damage in downtown Bonifay....,,,1
1050878983561203712,WJHG_TV,2018-10-12 22:40:48+00:00,Here is some of the damage in downtown Bonifay....,,,1
1050848215073984512,WJHG_TV,2018-10-12 20:38:32+00:00,Lowe’s and Home Depot on the beach are both open and have pallets of water and batteries ! First come first serve ! And it’s air conditioned so you can cool off!,,,1
1050815322209574914,WJHG_TV,2018-10-12 18:27:50+00:00,Bay County Emergency Services Chief Mark Bowen said many people are unaccounted for in Bay County.,,,1
1050807424075091969,WJHG_TV,2018-10-12 17:56:27+00:00,ECP has started operations at noon today.,,,1
1050805860660903937,fl511_panhandl,2018-10-12 17:50:14+00:00,"Updated: Crash in Escambia on I-110 north ramp to Exit 6 (SR-291/Davis Hwy), off-ramp right lanes blocked. Last...http://fl511.com/EventDetails/District%203-CHP/63824",,,1
1050800572910198785,fl511_panhandl,2018-10-12 17:29:14+00:00,"New: Crash in Escambia on I-110 north ramp to Exit 6 (SR-291/Davis Hwy), off-ramp right lane blocked. Last...http://fl511.com/EventDetails/District%203-CHP/63824",,,1
1050797432500617216,fl511_panhandl,2018-10-12 17:16:45+00:00,Safe travels after #Michael – Visit http://FL511.com for real-time camera views and updates.,#Michael,,1
1050796767841869825,WJHG_TV,2018-10-12 17:14:06+00:00,"On a drive down back beach I saw gas at the Tom Thumbs by Alf Coleman and the west end. Chevron by Nautilus, and the AMI by Breakfast Point.",,,1
1050783234810937345,WJHG_TV,2018-10-12 16:20:20+00:00,There is a truck with free ice at the Tom Thumb on the west end of back beach. They also have gas but there are lines.,,,1
1050742356499161088,fl511_panhandl,2018-10-12 13:37:54+00:00,Make it home safely – Use #FL511 to get the latest info on road conditions.,#FL511,,1
1050629661154148354,WJHG_TV,2018-10-12 06:10:05+00:00,It has been a long couple days and we have many more to go. We will get through it together. Donna and Ryan will be here at 5am to get you through Friday.,,,1
1050611602410561537,fl511_panhandl,2018-10-12 04:58:20+00:00,"Updated: Flooding in Bay on SR-20 west at Econfina Creek Bridge, all lanes blocked. Last updated at 12:57:48AM. http://fl511.com/EventDetails/District%203-CHP/63725",,,1
1050611601366167553,fl511_panhandl,2018-10-12 04:58:19+00:00,"Updated: Flooding in Bay on SR-20 east at Econfina Creek Bridge, all lanes blocked. Last updated at 12:57:37AM. http://fl511.com/EventDetails/District%203-CHP/63724",,,1
1050571555821051909,WJHG_TV,2018-10-12 02:19:12+00:00,Heavy winds caused this piece of wood to go through the side of a Jackson County truck.,,,1
1050571262790119425,fl511_panhandl,2018-10-12 02:18:02+00:00,A Silver Alert has been issued for Lewis Fisher out of St. Petersburg. Look for a 2011 Silver Nissan Cube FL Tag...http://fl511.com/List/Alerts,,,1
1050551671800168449,WJHG_TV,2018-10-12 01:00:11+00:00,Lynn Haven City Manager Mike White: Put debris on the shoulder of the road for crews to clean up. Do not put it in the street.,,,1
1050550595109773312,WJHG_TV,2018-10-12 00:55:54+00:00,"Mayor Anderson: Lynn Haven will be back. Trucks coming tomorrow at Noon from Jax bring supplies, chain saws, food, formula, etc. Delivery will be at Lynne Haven City Hall. City Hall is not open, but the trucks will be out front.",,,1
1050549661520551937,WJHG_TV,2018-10-12 00:52:12+00:00,Water may return in days in Lynn Haven but would have to be boiled. #LynnHavenTogetherandstrong is the hashtag they are using.,#LynnHavenTogetherandstrong,,1
1050549437259542528,WJHG_TV,2018-10-12 00:51:18+00:00,Mayor Anderson: Power may not return for months in LynnHaven.,,,1
1050508685292855297,fl511_panhandl,2018-10-11 22:09:22+00:00,"New: Flooding in Bay on SR-20 west at Econfina Creek Bridge, all lanes blocked. Last updated at 06:09:01PM. #fl511 http://fl511.com/EventDetails/District%203-CHP/63725",#fl511,,1
1050508493743120384,fl511_panhandl,2018-10-11 22:08:37+00:00,"New: Flooding in Bay on SR-20 east at Econfina Creek Bridge, all lanes blocked. Last updated at 06:07:46PM. #fl511 http://fl511.com/EventDetails/District%203-CHP/63724",#fl511,,1
1050501062858338304,WJHG_TV,2018-10-11 21:39:05+00:00,"AT&T Free Msg: Hurricane Michael efforts - We'd like to help out during this difficult time. If you live in areas impacted by Hurricane Michael, you won't be charged for any data/talk/text overages from 10/10-10/14. Go to http://att.com/hurricanemichael for more info.",,,1
1050494255754633217,WJHG_TV,2018-10-11 21:12:02+00:00,Regarding Bay County’s electrical grid...,,,1
1050494039735377920,WJHG_TV,2018-10-11 21:11:10+00:00,Curfew in Gulf/Franklin....,,,1
1050493491124547586,fl511_panhandl,2018-10-11 21:09:00+00:00,A Silver Alert has been issued for Jack Scotti out of Sarasota. Look for a 2001 Blue Toyota Camry Fl Tag...http://fl511.com/List/Alerts,,,1
1050488737191354368,fl511_panhandl,2018-10-11 20:50:06+00:00,Make it home safely – Use #FL511 to get the latest info on road conditions.,#FL511,,1
1050475131007655937,fl511_panhandl,2018-10-11 19:56:02+00:00,Know before you go – It’s post #HurricaneMichael and road conditions may not be safe. Be sure to download the #FL511 app for the latest news and information. #BeSmart. #BeSafe.,#HurricaneMichael #FL511 #BeSmart #BeSafe,,1
1050469924945219584,WJHG_TV,2018-10-11 19:35:21+00:00,How to receive text updates on power outages from Gulf Power.,,,1
1050421660241813505,WJHG_TV,2018-10-11 16:23:34+00:00,A staging area for recovery crews is at the Panama City Mall off MLK/231. Crews from LA and MS arriving. Our crews could not go down 390 from 23rd St... impassable. 23rd past Lisenby was impassable. Officials want to reiterate to NOT come to Bay County at this point.,,,1
1050420232785936394,fl511_panhandl,2018-10-11 16:17:54+00:00,Safe travels after #Michael! Visit http://FL511.com for real-time camera views and updates.,#Michael,,1
1050416750578290690,WJHG_TV,2018-10-11 16:04:03+00:00,Bird's eye view of Mexico Beach...devastation. Prayers to all. #Michael,#Michael,,1
1050414311435329537,WJHG_TV,2018-10-11 15:54:22+00:00,"Gulf Coast Regional Medical Center is also evacuating patients, but the ER remains open. https://www.facebook.com/gulfcoastmedicalcenter/posts/10155975306737725",,,1
1050413951786385414,WJHG_TV,2018-10-11 15:52:56+00:00,Patient evacuations began at 3am from Bay Medical - Sacred Heart. The ER remains open. https://www.facebook.com/baymedical/posts/2104783572877584,,,1
1050409338949505024,WJHG_TV,2018-10-11 15:34:36+00:00,Update on storm recovery efforts in Bay County... https://www.facebook.com/BayCountyFLEmergencyServices/posts/2338504272887220,,,1
1050354066637828096,fl511_panhandl,2018-10-11 11:54:58+00:00,"Cleared: Object on roadway in Gadsden on I-10 east at MM 186, right lane blocked. Last updated at 02:38:47PM.",,,1
1050354065912320005,fl511_panhandl,2018-10-11 11:54:58+00:00,"Cleared: Object on roadway in Gadsden on I-10 west at MM 186, left lane blocked. Last updated at 02:29:38PM.",,,1
1050354061424451584,fl511_panhandl,2018-10-11 11:54:57+00:00,"Cleared: Object on roadway in Gadsden on I-10 west at MM 168, all lanes blocked. Last updated at 03:09:38PM.",,,1
1050333169571033088,fl511_panhandl,2018-10-11 10:31:56+00:00,Expect continuous closure of the SR-400/Beville Rd WB to I-95 SB ramp. Motorists can use Williamson Blvd south to...http://fl511.com/List/Alerts,,,1
1050241770334904320,fl511_panhandl,2018-10-11 04:28:45+00:00,I-10 is closed in both directions from mile 85 to mile 166. Please seek an alternate route. http://fl511.com/List/Alerts,,,1
1050101200388050944,fl511_panhandl,2018-10-10 19:10:10+00:00,"Updated: Object on roadway in Gadsden on I-10 west at MM 168, all lanes blocked. Last updated at 03:09:38PM. http://fl511.com/EventDetails/District%203-CHP/63712",,,1
1050100449523769344,fl511_panhandl,2018-10-10 19:07:11+00:00,"New: Object on roadway in Gadsden on I-10 west at MM 168, all lanes blocked. Last updated at 03:06:45PM. #fl511 http://fl511.com/EventDetails/District%203-CHP/63712",#fl511,,1
1050093388714905603,fl511_panhandl,2018-10-10 18:39:08+00:00,"New: Object on roadway in Gadsden on I-10 east at MM 186, right lane blocked. Last updated at 02:38:47PM. #fl511 http://fl511.com/EventDetails/District%203-CHP/63710",#fl511,,1
1050091153901666305,fl511_panhandl,2018-10-10 18:30:15+00:00,"New: Object on roadway in Gadsden on I-10 west at MM 186, left lane blocked. Last updated at 02:29:38PM. #fl511 http://fl511.com/EventDetails/District%203-CHP/63708",#fl511,,1
1050079059387002886,fl511_panhandl,2018-10-10 17:42:11+00:00,"Cleared: Crash in Okaloosa on I-10 west at MM 54, left lane blocked. Last updated at 01:01:25PM.",,,1
1050074084158173184,WJHG_TV,2018-10-10 17:22:25+00:00,"Bay County Sheriff's PIO Ruth Corley says she's heard from dispatch of a possible tornado in Lynn Haven, not confirmed yet!",,,1
1050068987676151813,fl511_panhandl,2018-10-10 17:02:10+00:00,"New: Crash in Okaloosa on I-10 west at MM 54, left lane blocked. Last updated at 01:01:25PM. #fl511 http://fl511.com/EventDetails/District%203-CHP/63706",#fl511,,1
1050061569357504513,WJHG_TV,2018-10-10 16:32:41+00:00,People aren't the only ones taking shelter at Marianna High School in Jackson County.,,,1
1050058520496889856,WJHG_TV,2018-10-10 16:20:35+00:00,"He says all first responders are off the road now, hunkered down themselves and won't go back out until it is safe for them to respond to emergency calls!",,,1
1050058337746857984,WJHG_TV,2018-10-10 16:19:51+00:00,"EOC Chief Mark Bowen still speaking here at EOC, says the ""saw and toss"" crews will go out first after storm, to clear roads, make travel possible for first responders.",,,1
1050058097417277440,WJHG_TV,2018-10-10 16:18:54+00:00,"Chief Bowen says information from traffic counts and other data is many people did not evacuate, and that worries him greatly. He fears given the strength of this storm, people will be hurt or killed!",,,1
1050057128524861443,WJHG_TV,2018-10-10 16:15:03+00:00,WALTON COUNTY UPDATE: Walton County Fire Rescue has suspended all services including ambulatory support.,,,1
1050054829886853120,WJHG_TV,2018-10-10 16:05:55+00:00,SCHOOL UPDATE: Liberty County Schools are closed the rest of the week. They will open back up on Monday.,,,1
1050053880799789057,WJHG_TV,2018-10-10 16:02:08+00:00,Radar showing winds of 170mph 4000ft above the ground as viewed from the Eglin radar in Red Bay.,,,1
1050050778927370241,WJHG_TV,2018-10-10 15:49:49+00:00,CRESTVIEW POLICE DEPARTMENT: First Responders are ready for storm emergencies.,,,1
1050044624788750336,WJHG_TV,2018-10-10 15:25:22+00:00,"Extreme Wind Warning Issued for Bay, Gulf, & Franklin Counties... 1st time this has EVER been issued in the panhandle. 130mph gusts expected.",,,1
1050030744263897089,fl511_panhandl,2018-10-10 14:30:12+00:00,"Cleared: Crash in Walton on I-10 east at MM 78, left lane blocked. Last updated at 10:17:49AM.",,,1
1050030334077755396,WJHG_TV,2018-10-10 14:28:34+00:00,Per Walton Co Sheriff... the 331 bridge will be closing in <20mins.,,,1
1050028711335133185,fl511_panhandl,2018-10-10 14:22:08+00:00,"I-10: Due to possible High Winds, Motorists are advised to use caution on the Blackwater River Bridge near Mile...http://fl511.com/List/Alerts",,,1
1050028710391422981,fl511_panhandl,2018-10-10 14:22:07+00:00,"Updated: Crash in Walton on I-10 east at MM 78, left lane blocked. Last updated at 10:17:49AM. http://fl511.com/EventDetails/District%203-CHP/63700",,,1
1050028171247190016,fl511_panhandl,2018-10-10 14:19:59+00:00,"I-10: Due to possible High Winds, Motorists are advised to use caution on the Escambia Bay Bridge near Mile...http://fl511.com/List/Alerts",,,1
1050027766513631237,WJHG_TV,2018-10-10 14:18:22+00:00,"We can't do anything at this point but protect ourselves, but a cat 4 leads to extreme damage. Roofs will be destroyed, trees will be down, roads cut off, mobile homes destroyed and beach homes flooded. Nothing matters more than your safety. Don't try to make repairs during eye.",,,1
1050024554398212096,WJHG_TV,2018-10-10 14:05:36+00:00,The eye wall is about 70 miles SSW of Panama City. Movement is a touch east of due North.,,,1
1050020196092665856,WJHG_TV,2018-10-10 13:48:17+00:00,ROAD CLOSURES: Check this article for updates on roads and bridges closed in Northwest Florida.,,,1
1050015391760703494,fl511_panhandl,2018-10-10 13:29:12+00:00,A flood warming has been issued for low laying areas in multiple counties of Northwest Florida. Use caution in...http://fl511.com/List/Alerts,,,1
1050005768500588544,WJHG_TV,2018-10-10 12:50:58+00:00,"BREAKING: BAY COUNTY EMERGENCY AND FIRE SERVICES ARE SUSPENDED, WITH THE EXCEPTION OF PANAMA CITY.",,,1
1049992652362575872,WJHG_TV,2018-10-10 11:58:50+00:00,"BREAKING: Gulf County Emergency Management has issued information regarding shelter in place and evacuation orders. Additionally, Honeyville Shelter is OPEN, located at 240 Honeyville Park Drive, Wewahitchka, FL 32465",,,1
1049986074766991360,WJHG_TV,2018-10-10 11:32:42+00:00,Storm surge inundation has started in #PanamaCityBeach. You should be in your SAFE PLACE from here on out. This water is deadly and will kill you. Stay FAR AWAY from he Gulf and bays. It's just beginning and will only get worse. #wjhgtv #Michael,#PanamaCityBeach #wjhgtv #Michael,,1
1049984772297101314,WJHG_TV,2018-10-10 11:27:32+00:00,"Significant and in some cases catastrophic damage will be widespread east of Highway 331. Damaging hurricane force winds will extend FAR inland even up into the Wiregrass and South Alabama. At this point, you have to stay where you are for the duration. #Michael #wjhgtv",#Michael #wjhgtv,,1
1049974147516956672,WJHG_TV,2018-10-10 10:45:19+00:00,OKALOOSA COUNTY OFFICIALS: More people are coming into the shelter. Please bring air mattresses to the shelter at Raider Arena. All of the cots are currently being utilized.,,,1
1049968915311419398,WJHG_TV,2018-10-10 10:24:31+00:00,"We have you covered! We are in non-stop coverage. In addition to streaming everything on TV and on Facebook, when you lose power, our iHeart media partners will simulcast our broadcast on its radio stations. #wjhgtv",#wjhgtv,,1
1049962086057562113,WJHG_TV,2018-10-10 09:57:23+00:00,A new watch has been issued for Northwest Florida. Stay with your Local Weather Authority...,,,1
1049961488423821312,WJHG_TV,2018-10-10 09:55:00+00:00,A new watch has been issued for Northwest Florida. Stay with your Local Weather Authority...,,,1
1049960687441604608,WJHG_TV,2018-10-10 09:51:49+00:00,A new watch has been issued for Northwest Florida. Stay with your Local Weather Authority...,,,1
1049933816159264768,WJHG_TV,2018-10-10 08:05:03+00:00,BOLD wording from the National Weather Service... a category four hurricane has NEVER made landfall in the Florida Panhandle and Big Bend. Time is about up to find a safe place before conditions go downhill toward daybreak. #wjhgtv,#wjhgtv,,1
1049905381638660096,WJHG_TV,2018-10-10 06:12:03+00:00,ROAD CLOSURE: State Road 30A from West Rutherford Street south to Cape San Blas Road is closed and County Road 30A from Cape San Blas Road to the Franklin County Line is closed.,,,1
1049903249816506368,WJHG_TV,2018-10-10 06:03:35+00:00,1am Update: Hurricane Michael is now a Cat 4 hurricane with 130mph maximum sustained winds and moving north at 12 mph.,,,1
1049880956453183488,WJHG_TV,2018-10-10 04:35:00+00:00,JACKSON COUNTY: There will be a curfew in place from 7 a.m. Wednesday until 7 a.m. Thursday. Officials ask you to please avoid being on the roads as much as possible.,,,1
1049878805970636802,WJHG_TV,2018-10-10 04:26:27+00:00,CALHOUN COUNTY: EM urging all residents to seek shelter as Hurricane Michael now Cat 3 continues strengthening with possibility to see Cat 5 gusts. Bridge closures likely before morning. First Responder services will not be available once sustained winds are in excess of 45mph.,,,1
1049875743113654272,WJHG_TV,2018-10-10 04:14:17+00:00,A look at the various computer models and their timing and strength of the winds for Panama City.,,,1
1049874501591285761,WJHG_TV,2018-10-10 04:09:21+00:00,Here is a breakdown of the threats and the timing of the impacts from the storm over the panhandle.,,,1
1049873945724358656,WJHG_TV,2018-10-10 04:07:09+00:00,The highest chances of hurricane forecast winds will be from the Bay/Walton Co. line eastward. Notice how places like Calhoun and Jackson Counties have a very high likelihood of seeing hurricane force winds despite being well away from the coast.,,,1
1049870032203845633,WJHG_TV,2018-10-10 03:51:35+00:00,Just a reminder if you plan on using a generator during the storm.,,,1
1049869307872772098,WJHG_TV,2018-10-10 03:48:43+00:00,"JACKSON COUNTY RESIDENTS: Emergency officials are urging you to consider moving to a shelter. If you do decide to move, they're saying do it within the next two to three hours. The shelter at Marianna High School is only halfway full.",,,1
1049865654281666561,WJHG_TV,2018-10-10 03:34:12+00:00,Our in house RPM model as well as several of the dynamic models showing a landfall over eastern Bay County and western Gulf County Wednesday afternoon.,,,1
1049850907733741568,WJHG_TV,2018-10-10 02:35:36+00:00,"If you haven't signed up for your county's alert system, click here to do so!",,,1
1049837323083505665,WJHG_TV,2018-10-10 01:41:37+00:00,"UPDATE! SHARE: Merritt Brown Middle School shelter is FULL. RUTHERFORD HIGH SCHOOL is now open as a general population shelter. The address is 1000 School Avenue, Panama City.",,,1
1049824820744085504,WJHG_TV,2018-10-10 00:51:56+00:00,Gulf World and Zoo World are making sure their animals are secure.,,,1
1049821118364700672,WJHG_TV,2018-10-10 00:37:14+00:00,ICYMI: MERRITT BROWN MIDDLE SCHOOL is accepting general population evacuees. NORTHSIDE ELEMENTARY SCHOOL is accepting those who need a special needs shelter.,,,1
1049820332775931904,WJHG_TV,2018-10-10 00:34:06+00:00,"Life-threatening storm surge of 6 to 13’ is expected on the Panhandle Coast from Hurricane Michael. The highest water inundation is expected from Mexico Beach eastward into Gulf and Franklin. From this point forward, stay FAR FAR AWAY from the Gulf of Mexico and bays.",,,1
1049819094990680064,WJHG_TV,2018-10-10 00:29:11+00:00,Hurricane Michael continues to strengthen in the gulf and is expected to make landfall as a strong Cat 3 with winds up to 125mph. Now is the time to finalize any hurricane preparations if you haven't already done so.,,,1
1049809877302960128,WJHG_TV,2018-10-09 23:52:33+00:00,"Hurricane #Michael continues to get better organized. 7 p.m. advisory keeps winds at 120 mph, but the pressure continues to drop (953 mb) so the winds will probably come up later tonight. This is the real deal. Shelter in-place tonight. Conditions will go downhill after Midnight.",#Michael,,1
1049805586911629312,WJHG_TV,2018-10-09 23:35:31+00:00,View of the sky from the station. It’s the calm before the storm.,,,1
1049805470398107654,WJHG_TV,2018-10-09 23:35:03+00:00,Don't do this from here on out! Water is already 2 feet higher than normal astronomical tides in Panama City Beach (storm surge). 2.5 feet in Apalachicola. Add another 10 feet on top of the wave action and that's what we're facing Wednesday. #wjhgtv,#wjhgtv,,1
1049800440202846208,WJHG_TV,2018-10-09 23:15:03+00:00,"We need a little good news... cooler weather will move in behind Michael. Wednesday will be rough. The first day without power will be warm and muggy still, but it'll be a lot more refreshing by Friday morning! #wjhgtv",#wjhgtv,,1
1049787655247015936,fl511_panhandl,2018-10-09 22:24:15+00:00,"Updated: Disabled vehicle in Gadsden on I-10 east at MM 182, right lane blocked. Last updated at 06:23:08PM. http://fl511.com/EventDetails/District%203-CHP/63569",,,1
1049782432680091680,WJHG_TV,2018-10-09 22:03:30+00:00,"URGENT!! Deane Bozeman School is full, Northside Elementary School's general capacity shelter is almost full. MERRITT BROWN MIDDLE SCHOOL is now open for general population.",,,1
1049779349757530113,WJHG_TV,2018-10-09 21:51:15+00:00,The worse of the conditions in Northwest Florida will be Wednesday afternoon as landfall occurs.,,,1
