id,username,date,text,hashtags,geo,traffic
1051622110156783617,point_do_sabor,2018-10-14 23:53:43+00:00,"Top story: @chefjoseandres: 'Our @WCKitchen team serving hundreds of hot meals in Mexico Beach, Florida today! This is ground zero where #HurricaneMichael hit hardest...but the smiling faces show the resilience of the p… , see more http://tweetedtimes.com/GastroBuzz/gastrobuzz?s=tnp",#HurricaneMichael,,0
1051622108642598914,zhanjunfa,2018-10-14 23:53:43+00:00,"Top story: @chefjoseandres: 'Our @WCKitchen team serving hundreds of hot meals in Mexico Beach, Florida today! This is ground zero where #HurricaneMichael hit hardest...but the smiling faces show the resilience of the p… , see more http://tweetedtimes.com/GastroBuzz/gastrobuzz?s=tnp",#HurricaneMichael,,0
1051622107250081793,mfiyazahmad2,2018-10-14 23:53:43+00:00,"Top story: @chefjoseandres: 'Our @WCKitchen team serving hundreds of hot meals in Mexico Beach, Florida today! This is ground zero where #HurricaneMichael hit hardest...but the smiling faces show the resilience of the p… , see more http://tweetedtimes.com/GastroBuzz/gastrobuzz?s=tnp",#HurricaneMichael,,0
1051621826999271424,Kerrygma,2018-10-14 23:52:36+00:00,Shells washed up on the beach after #HurricaneMichael art for #PanamaCityFL #MexicoBeachflorida and all affected by #Michael with #prayer and #donations to @CCharitiesUSA,#HurricaneMichael #PanamaCityFL #MexicoBeachflorida #Michael #prayer #donations,,0
1051621662934925312,BornAgainJoe1,2018-10-14 23:51:57+00:00,"Via @OpBBQRelief: URGENT - #VOLUNTEERS NEEDED! Operation BBQ Relief has teams located at 1940 N. Monroe in #Tallahassee, FL and at the Old Kmart, 7100 Hwy 98 (Beach Road) in #PanamaCityBeach and needs about 30 volunteers per day. https://www.instagram.com/opbbqrelief/ #HurricaneMichael ",#VOLUNTEERS #Tallahassee #PanamaCityBeach #HurricaneMichael,,0
1051621506617348100,VigilanteEditor,2018-10-14 23:51:20+00:00,"Since FEMA seems to be ceremonial these days, can we just divert its budget to Chef Andrés? @chefjoseandres feeds #HurricaneMichael survivors while #Trump golfs. @cnn #ChefsForFlorida",#HurricaneMichael #Trump #ChefsForFlorida,,0
1051621310852419584,stephenaltrogge,2018-10-14 23:50:33+00:00,"Day 6 staying at @HamptonByHilton after being round housed by #HurricaneMichael. The staff has been great, but man I’m ready for my own bed.",#HurricaneMichael,,0
1051620990097285120,gopblondie,2018-10-14 23:49:16+00:00,#HurricaneMichael ,#HurricaneMichael,,0
1051620819229704202,BattleKat129,2018-10-14 23:48:36+00:00,Working overtime in support of #HurricaneMichael and #TakingCareofAirmen ,#HurricaneMichael #TakingCareofAirmen,,0
1051620789655621633,BGinBoston,2018-10-14 23:48:29+00:00,"@VZWSupport You guys are FAILING the victims of #HurricaneMichael @ATTCares is blowing you out of the water. You offered free data, texts, &amp; calls until today, Oct. 14th, but almost NONE of your customers have had ANY service since the storm on Wednesday. #shitcustomerservice",#HurricaneMichael #shitcustomerservice,,0
1051620696806359040,MOBILEMIKE_,2018-10-14 23:48:06+00:00,#HurricaneMichael #ReliefDrive your #iHeartFamily we are bringing supplies to people in #MexicoBeach &amp; #PanamaCity @AventuraMall live on all of our brands #iHeartMedia #iHeartRadio This is National effort. #MobileMike To Donate by phone please call 1-800-HELP-NOW-1-800-435-7669,#HurricaneMichael #ReliefDrive #iHeartFamily #MexicoBeach #PanamaCity #iHeartMedia #iHeartRadio #MobileMike,,0
1051620524877602816,FSUCampusRec,2018-10-14 23:47:25+00:00,"Leach will serve as a shelter for displaced residence of #HurricaneMichael. This will impact patrons use of some racquetball courts and group fitness studios. In Seminole spirit, we appreciate your kindness and patience during this time. ",#HurricaneMichael,,0
1051620360741896193,Mcarl68,2018-10-14 23:46:46+00:00,"Day 4 without power coming to a close as dusk settles into darkness here in the middle of Waverly Hills. Small portions of our ‘hood are back on this evening, but most of us are solidly in the 10 percent now. Let’s get this done by tomorrow, @COTNews. #HurricaneMichael",#HurricaneMichael,,0
1051620201647755264,Jackie_Trainer_,2018-10-14 23:46:08+00:00,"my home, my school, my community...never take anything for granted. #HurricaneMichael ",#HurricaneMichael,,0
1051619965181353985,nichole_grady,2018-10-14 23:45:12+00:00,Thank you. I’m very concerned that the first paragraph in your opening update is misleading. 99% Georgia and 97% Florida customers are restored. The metro #Atlanta #Miami #Orlando is not the primary concern of restoring communication it’s in the #850 area! #HurricaneMichael #RTR,#Atlanta #Miami #Orlando #HurricaneMichael #RTR,,0
1051619917034909696,TMcSeesIt,2018-10-14 23:45:01+00:00,"Next week? After your rallies (worship sessions) and ""meeting"" with a rapper (another worship session)? What else is too important for you to visit those affected by #HurricaneMichael ? #WhereIsJamal #khashoggi #hurricanemicheal",#HurricaneMichael #WhereIsJamal #khashoggi #hurricanemicheal,,0
1051619830334455808,MichelleFranzen,2018-10-14 23:44:40+00:00,Staging area in Pensacola for power crews waiting to move into devastated areas of the Florida Panhandle following #HurricaneMichael #Florida,#HurricaneMichael #Florida,,0
1051619791964950528,wortholomew,2018-10-14 23:44:31+00:00,"At our @workaddict_s run this a.m. &amp; after a celebratory meal at @canopyroadcafe, we saw/waved at/thanked many #Firefighters &amp; #FirstResponders from across #Florida on their way to help those affected by #HurricaneMichael. #ThankYou #Heroes #HelpEachOther #IHeartTally #RunChat",#Firefighters #FirstResponders #Florida #HurricaneMichael #ThankYou #Heroes #HelpEachOther #IHeartTally #RunChat,,0
1051619467661373440,reaIdonaIdtripe,2018-10-14 23:43:13+00:00,Of COURSE the Democrats FAIL to MENTION that I held SEVERAL HIGHLY SUCCESSFUL RALLIES since Hurricane Michael hit!! It's NOT as if I'm JUST WASTING TIME on FRIVOLOUS things!! #Trump #Rally #HurricaneMichael #HURRICANE #MexicoBeach #Florida,#Trump #Rally #HurricaneMichael #HURRICANE #MexicoBeach #Florida,,0
1051619464364613632,SSmithNYC,2018-10-14 23:43:13+00:00,The planes weren't moved out of the path of #HurricaneMichael ? ,#HurricaneMichael,,0
1051619358357811200,TLHSoccerClub,2018-10-14 23:42:47+00:00,Ain't no one got time for a diet in the aftermath of a hurricane!! Only ice cream left in Walmart and still no one wants it. #MichaelTLH #HurricaneMichael ,#MichaelTLH #HurricaneMichael,,0
1051619267681103872,JosephW38862711,2018-10-14 23:42:26+00:00,Hey Puerto Rico ! Watch and learn. #HurricaneMichael,#HurricaneMichael,,0
1051619183304339456,FLSportsRadio,2018-10-14 23:42:06+00:00,Tomorrow from 6-6 > Gate 4 (corner of 16th & 5th) > help @RaysBaseball fill the truck to support #HurricaneMichael victims. #RaysUp #TampaBay,#HurricaneMichael #RaysUp #TampaBay,,0
1051619175691513857,ceparmele,2018-10-14 23:42:04+00:00,"So @realDonaldTrump , we have people in #FloridaPanhandle struggling in the aftermath of #HurricaneMichael and you’re playing golf at one of your properties. Your #FEMA director slammed poor people for not evacuating or having insurance. #45worstPresident",#FloridaPanhandle #HurricaneMichael #FEMA #45worstPresident,,0
1051619063208833024,Serpentine202,2018-10-14 23:41:37+00:00,#Trump's #FEMA failing again - Citizens without water and food for days from #HurricaneMichael https://www.dailykos.com/story/2018/10/14/1804277/-Trump-s-FEMA-failing-again-Citizens-without-water-and-food-for-days-from-Hurricane-Michael #p2 #news #politics #tcot #ctl #RickScott did a few photos ops. #DonaldTrump did out-of-state rallies &amp; the people of #Florida get the #PuertoRico treatment,#Trump #FEMA #HurricaneMichael #p2 #news #politics #tcot #ctl #RickScott #DonaldTrump #Florida #PuertoRico,,0
1051619034045796352,BobbiStorm,2018-10-14 23:41:30+00:00,@HurricaneCity @ExtremeStorms I did a blog post solely about the #eye of #hurricanemichael ...the eye of hurricanes in general and some #hurricane #Charley discussion https://hurricaneharbor.blogspot.com #video,#eye #hurricanemichael #hurricane #Charley #video,,0
1051618989275799552,cs_rescue,2018-10-14 23:41:19+00:00,"We still have a ways to go with 460 open tickets. If you’re in Florida and can help provide wellness checks/rescues to give families peace of mind, please consider signing up to volunteer with us at http://crowdsourcerescue.com/Michael #FloridaStrong #HurricaneMichael",#FloridaStrong #HurricaneMichael,,0
1051618979830091776,Sturmtrumppen,2018-10-14 23:41:17+00:00,#ClimateChangeIsReal in #Florida NOW #HurricaneMichael ,#ClimateChangeIsReal #Florida #HurricaneMichael,,0
1051618833058926592,KevinOlivasMedi,2018-10-14 23:40:42+00:00,"#HurricaneMichael, algae crisis tests resiliency of Florida tourism business https://www.usatoday.com/story/news/nation-now/2018/10/14/hurricane-michael-florida-tourism-industry-resiliency-tested-storm-water-quality-crises/1641049002/ via @usatoday",#HurricaneMichael,,0
1051618825450528769,Jr3597,2018-10-14 23:40:40+00:00,"#Bainbridge #GA #Georgia #feeding stations Thank you, .@RedCross &amp; .@SalvationArmyUS Food/meals available #HurricaneMichael #Michael #DisasterRelief #Resources #DisasterAssistTeam",#Bainbridge #GA #Georgia #feeding #HurricaneMichael #Michael #DisasterRelief #Resources #DisasterAssistTeam,,0
1051618783851438081,SamaritansPurse,2018-10-14 23:40:30+00:00,"Watch how our #volunteers are the helping hurting homeowners of Albany, #Georgia begin recovering after #HurricaneMichael. https://sampur.se/2yhKSWy",#volunteers #Georgia #HurricaneMichael,,0
1051618774611361794,gettinolda,2018-10-14 23:40:28+00:00,Tyndall. #HurricaneMichael,#HurricaneMichael,,0
1051618660920557568,WKRG,2018-10-14 23:40:01+00:00,POWERFUL IMAGE A Florida National Guard member captured this picture of a chaplain blessing a helicopter before it took off for #HurricaneMichael response operations. http://wkrg.com/1523864377?utm_medium=social&amp;utm_source=twitter_WKRG,#HurricaneMichael,,0
1051618467684716544,JonAnimus,2018-10-14 23:39:15+00:00,#HurricaneMichael ,#HurricaneMichael,,0
1051618416849821696,HalDonaldson,2018-10-14 23:39:03+00:00,"We are thankful very day for our military, but we are extra thankful as they help our @ConvoyofHope team respond to #HurricaneMichael. @FLGuard",#HurricaneMichael,,0
1051618408389898240,SylBrucher,2018-10-14 23:39:01+00:00,"Clearly, no leftovers from #HurricaneMichael ",#HurricaneMichael,,0
1051618200914448384,bill_hutchinson,2018-10-14 23:38:11+00:00,"‘We lucked out,’ says #HurricaneMichael survivor who used #NOAA satellite map to find trapped uncle's H-E-L-P message - @ABC News",#HurricaneMichael #NOAA,,0
1051618127023366144,MakeItPlain,2018-10-14 23:37:54+00:00,"W A T C H ""While people are suffering from #HurricaneMichael in Florida, while they are looking for who killed #Khashoggi, Trump sitting up playing with #Kanye and his cell phone."" - @TheRevAl on @MakeItPlain with @ministter",#HurricaneMichael #Khashoggi #Kanye,,0
1051618109038186496,philjjassociate,2018-10-14 23:37:49+00:00,Please share and RT #HurricaneMichael @jjassociatesYin #HurricaneFlorence #Florida #SouthCarolina #NorthCarolina #police #LawEnforcement #FirstResponders #DisasterSolutionProviders,#HurricaneMichael #HurricaneFlorence #Florida #SouthCarolina #NorthCarolina #police #LawEnforcement #FirstResponders #DisasterSolutionProviders,,0
1051618086246371329,FLForestService,2018-10-14 23:37:44+00:00,The Florida Forest Service Chainsaw Strike Teams have been busy removing trees and debris from roadways to provide access to residents returning to their homes in the Panhandle after #HurricaneMichael. ,#HurricaneMichael,,0
1051618085541728257,TMcSeesIt,2018-10-14 23:37:44+00:00,@realDonaldTrump #HurricaneMichael #WhereisJamal #hurricanemicheal #Khashoggi,#HurricaneMichael #WhereisJamal #hurricanemicheal #Khashoggi,,0
1051618072942010370,amy_hollyfield,2018-10-14 23:37:41+00:00,I’m literally waking up from my #HurricaneMichael trance to the baseball playoffs wondering whom I should root for. @RedSox? @Brewers?,#HurricaneMichael,,0
1051618065253838848,nichole_grady,2018-10-14 23:37:39+00:00,#HurricaneMichael #staystrong850,#HurricaneMichael #staystrong850,,0
1051618049491492864,idOfDonaldTrump,2018-10-14 23:37:35+00:00,"Boy, #Obama is really screwing up this #HurricaneMichael @fema response. One more in a list of #ObamaCrimes.",#Obama #HurricaneMichael #ObamaCrimes,,0
1051618017912741889,GotdamBear,2018-10-14 23:37:28+00:00,"All I will ever remember about this article and #HurricaneMichael was POTUS saying ""We're ready, all precautions are taken, we're ready."" ",#HurricaneMichael,,0
1051617953265983490,KWUrgentUpdate,2018-10-14 23:37:12+00:00,"The FLDEO #SmallBiz Emergency Bridge Loan Program has been activated to help #HurricaneMichael recovery https://twitter.com/FLGovScott/status/1051497445979504640 — Florida DMS (FloridaDMS) October 14, 2018",#SmallBiz #HurricaneMichael,,0
1051617837264117760,dgbartel,2018-10-14 23:36:45+00:00,"With friends in the #Florida Panhandle, and with so many devestated by #HurricaneMichael, I am truly #FLProud to see my company @FLBlue and our CEO Pat Geraghty stepping-up to support the latest #FloridaStrong #hurricane #relief efforts. #HereForYou",#Florida #HurricaneMichael #FLProud #FloridaStrong #hurricane #relief #HereForYou,,0
1051617831874437120,MAGAordie,2018-10-14 23:36:43+00:00,"RT fema ""RT FLGuard: #Guardsmen perform aerial recon of #FloridaPanhandle to get supplies in after #HurricaneMichael USNationalGuard fema DeptofDefense """,#Guardsmen #FloridaPanhandle #HurricaneMichael,,0
1051617793374920705,dadams7308,2018-10-14 23:36:34+00:00,"Mexico Beach, Fl #HurricaneMichael debris collection begins.... ",#HurricaneMichael,,0
1051617788392026113,WalmartInc,2018-10-14 23:36:33+00:00,#TeamWalmart worked with @ConvoyofHope to help support those impacted by #HurricaneMichael ,#TeamWalmart #HurricaneMichael,,0
1051617719085408256,EMS_Information,2018-10-14 23:36:16+00:00,fema:RT FLGuard: #Guardsmen perform aerial recon of #FloridaPanhandle to get supplies in after #HurricaneMichael USNationalGuard fema DeptofDefense https://ift.tt/2Oo827P Twitter https://twitter.com/fema/status/1051616771470491648),#Guardsmen #FloridaPanhandle #HurricaneMichael,,0
1051617659761160192,hihotravelo,2018-10-14 23:36:02+00:00,One of my favorite places was torn to shreds by #hurricanemichael This #sundaysunset brings tears to my eyes. I know #MexicoBeach will rebuild and I will be there to write about it. #MexicoBeachStrong #staytuned #familytravel,#hurricanemichael #sundaysunset #MexicoBeach #MexicoBeachStrong #staytuned #familytravel,,0
1051617643059445762,TMcSeesIt,2018-10-14 23:35:58+00:00,#HurricaneMichael #WhereIsJamal #khashoggi,#HurricaneMichael #WhereIsJamal #khashoggi,,0
1051617620372451331,mmgood716,2018-10-14 23:35:53+00:00,And the #MAGAts in Florida have a hat and little else to show for it #HurricaneMichael ,#MAGAts #HurricaneMichael,,0
1051617467372621824,TMcSeesIt,2018-10-14 23:35:16+00:00,#HurricaneMichael #WhereIsJamal,#HurricaneMichael #WhereIsJamal,,0
1051617297578815493,FloridaDMS,2018-10-14 23:34:36+00:00,The @FLDEO #SmallBiz Emergency Bridge Loan Program has been activated to help #HurricaneMichael recovery ,#SmallBiz #HurricaneMichael,,0
1051617227911430149,SCCFB2016,2018-10-14 23:34:19+00:00,#HurricaneMichael ,#HurricaneMichael,,0
1051617174769606656,TMcSeesIt,2018-10-14 23:34:07+00:00,#HurricaneMichael #WhereIsJamalKhashoggi,#HurricaneMichael #WhereIsJamalKhashoggi,,0
1051617040086302720,TheDalyPlanet,2018-10-14 23:33:35+00:00,Tremendous story. #BayMedical #HurricaneMichael ,#BayMedical #HurricaneMichael,,0
1051616986613075968,NoFascistLies,2018-10-14 23:33:22+00:00,"And today, Trump is playing golf. I guess he has decided that real change is just too hard. #DumpTrump #HurricaneMichael ",#DumpTrump #HurricaneMichael,,0
1051616984859889664,USAF_ACC,2018-10-14 23:33:21+00:00,"To our #Airmen and families affected by #HurricaneMichael, make sure to check out the following links for information about claims: Claims Service Center: https://claims.jag.af.mil/ Claims Service Center User's Guide: https://claims.jag.af.mil/legalassistance/index.php",#Airmen #HurricaneMichael,,0
1051616587688628224,STEVORENO55,2018-10-14 23:31:47+00:00,Now if #FEMA could only get some trucks into the area with some water for the residents there needing water. #FloridaStrong #HurricaneMichael,#FEMA #FloridaStrong #HurricaneMichael,,0
1051616529069031424,MacDill_AFB,2018-10-14 23:31:33+00:00,"From the @CENTCOM AOR to #HurricaneMichael relief efforts, #TotalForce teams from MacDill work around the clock to restore communication in the area. #Togetherwedeliver #anywhere #anytime @US_TRANSCOM @AirMobilityCmd @usairforce @FLGuard",#HurricaneMichael #TotalForce #Togetherwedeliver #anywhere #anytime,,0
1051616506851848192,coffeewcomrades,2018-10-14 23:31:27+00:00,Huge joy to sit down with @StrawFinal—a great source of inspiration and information for anarchists—and talk about #HurricaneMichael and the mutual aid efforts that are ongoing in the Florida panhandle. ,#HurricaneMichael,,0
1051616461360377856,hollyusw2018,2018-10-14 23:31:17+00:00,#HurricaneMichael ,#HurricaneMichael,,0
1051616420608532480,FloridaDMS,2018-10-14 23:31:07+00:00,Helpful resources if your #smallbiz was affected by #HurricaneMichael ,#smallbiz #HurricaneMichael,,0
1051616308599623686,MJGarciaKCMO,2018-10-14 23:30:40+00:00,"No Food, No FEMA: #HurricaneMichael’s Survivors Are Furious. “We’re not getting any help,” she said. “We need food. It’s just crazy.” Where is @realDonaldTrump Why he's Golfing of course. https://www.thedailybeast.com/no-food-no-fema-hurricane-michaels-survivors-are-furious …",#HurricaneMichael,,0
1051616180971155456,CEDRdigital,2018-10-14 23:30:10+00:00,"When the communications infrastructure is destroyed government turns to #HamRadio operators, modern day heroes of yesterday, for help! #hurricanemichael2018 #Michael #Florida #FL #HurricaneMichael #",#HamRadio #hurricanemichael2018 #Michael #Florida #FL #HurricaneMichael,,0
1051616001840861185,RossFirstAlert,2018-10-14 23:29:27+00:00,#HurricaneMichael didn’t just come out of nowhere... Buresh Blog: Forecasting monster hurricane Michael #FirstAlertWx http://bit.ly/2PxHsG1 via @ActionNewsJax,#HurricaneMichael #FirstAlertWx,,0
1051615995712933890,Providence_AC,2018-10-14 23:29:26+00:00,"Monday will be the final day we’re offering waived adoption fees to make space for #HurricaneMichael pets. Bright and early, our lifesavers will be taking off to head south to transport 40+ pets from Florida back to our Center! ",#HurricaneMichael,,0
1051615953149153281,MJGarciaKCMO,2018-10-14 23:29:15+00:00,"No Food, No FEMA: #HurricaneMichael’s Survivors Are Furious. “We’re not getting any help,” she said. “We need food. It’s just crazy.” Dubya had Katrina. Trump has had Maria in Puerto Rico... https://www.thedailybeast.com/no-food-no-fema-hurricane-michaels-survivors-are-furious",#HurricaneMichael,,0
1051615869787430913,ERodriguez782,2018-10-14 23:28:56+00:00,#HurricaneMichael: @MiamiBeachPD has just arrived in Florida’s Panhandle to assist local law enforcement and ensure safety following the devastation of Hurricane Michael.,#HurricaneMichael,,0
1051615861289693185,JamiesTriteLife,2018-10-14 23:28:54+00:00,I HAVE POWER!!!! Thank you so much to all the crews out there breaking their backs to help us. Please keep the Panhandle in your thoughts as they still struggling. #HurricaneMichael #MichaelTLH,#HurricaneMichael #MichaelTLH,,0
1051615776103383040,Sally33755,2018-10-14 23:28:33+00:00,Are we another #PuertoRico after #HurricaneMaria? Florida's #HurricaneMichael victims need help NOW. @Fema #Fema @FLGovScott @marcorubio @SenBillNelson #RickScott More people will die without immediate assistance. https://www.thedailybeast.com/no-food-no-fema-hurricane-michaels-survivors-are-furious?ref=scroll,#PuertoRico #HurricaneMaria #HurricaneMichael #Fema #RickScott,,0
1051615766523641856,MaggioMatt,2018-10-14 23:28:31+00:00,Any idea what's being done for N.C. people on food lost due to #HurricaneMichael? One of my neighbors buys food for the entire month on the first - lost a month's food.,#HurricaneMichael,,0
1051615760630599682,StrawFinal,2018-10-14 23:28:30+00:00,"This week, hear @PearsonBolt talk about post-#hurricanemichael recovery in the #Florida #Panhandle, @MutualAidRelief &amp; the @coffeewcomrades leftist podcast he co-hosts! https://thefinalstrawradio.noblogs.org/post/2018/10/14/mutual-aid-in-the-wake-of-hurricane-michael/",#hurricanemichael #Florida #Panhandle,,0
1051615743941505024,StephenQ3340,2018-10-14 23:28:26+00:00,So very sad. Prayers for your family @cynthia3340. #HurricaneMichael ,#HurricaneMichael,,0
1051615667844251648,IMinterSay,2018-10-14 23:28:07+00:00,And so why weren’t these planes and families evacuated before #HurricaneMichael ? It’s not like there was no warning! ,#HurricaneMichael,,0
1051615657920516096,FLForestService,2018-10-14 23:28:05+00:00,UPDATE: Select State Forests and State Forest Campgrounds will remain closed until further notice as damage assessments from #HurricaneMichael continue. https://www.freshfromflorida.com/News-Events/Press-Releases/2018-Press-Releases/Department-of-Agriculture-and-Consumer-Services-Continues-to-Provide-Post-Hurricane-Relief-to-Floridians2,#HurricaneMichael,,0
1051615449337745408,julibean71,2018-10-14 23:27:15+00:00,So many things to do in aftermath of a disaster. Here are some tips to help with finances #HurricaneMIchael #uf_ifas http://branding.ifas.ufl.edu/media/brandingifasufledu/infographics/FEMA-After-Disaster-Strikes-Infographic.jpg,#HurricaneMIchael #uf_ifas,,0
1051615429372911617,willems_maarten,2018-10-14 23:27:11+00:00,How is it like to be in a #category4 hurricane? Watch this incredible time lapsed video... #HurricaneMichael ,#category4 #HurricaneMichael,,0
1051615379490070528,darthstone1,2018-10-14 23:26:59+00:00,"#HurricaneMichael May have devastated families and communities, but we are #FloridaStrong , #HurricaneRelief #MexicoBeach #PanamaCity #PanamaCityBeach #tyndallafb",#HurricaneMichael #FloridaStrong #HurricaneRelief #MexicoBeach #PanamaCity #PanamaCityBeach #tyndallafb,,0
1051615314474090496,BakersRelay,2018-10-14 23:26:43+00:00,#HurricaneMichael #TSMichael #Michael,#HurricaneMichael #TSMichael #Michael,,0
1051615300691550208,aYVRrenter,2018-10-14 23:26:40+00:00,I feel sick seeing the devastation after #HurricaneMichael. Ouch. Is there a possibility that @realDonaldTrump is not sending @fema with supplies because the worst hit area is called “Mexico Beach”? Does the Bigot-in-Chief think it’s is populated by Mexicans? #newlow,#HurricaneMichael #newlow,,0
